token_budget,top_k,candidate_k,memory_count,forgetting_threshold,run_count,query_count,memory_retrieval_accuracy,answer_accuracy,response_correctness,stale_retrieval_rate,relevant_loss_rate,stale_retrieval_case_rate,mean_retrieval_latency_ms,p95_retrieval_latency_ms,mean_selected_token_proxy,mean_token_budget_used_ratio,mean_selected_memory_count,mean_estimated_memory_storage_bytes,max_estimated_memory_storage_bytes,mean_estimated_faiss_index_bytes,max_faiss_index_size,mean_retrieval_rss_peak_bytes,max_retrieval_rss_peak_bytes,rss_available,token_metric
128,3,5,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.33644444444444443,0.44833999999999996,51.0,0.3984375,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
128,3,5,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3519333333333333,0.45426,51.0,0.3984375,3.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
128,3,10,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.36402222222222225,0.39328,49.666666666666664,0.3880208333333333,3.0,14885.0,14885,12800.0,100,69301589.33333333,69767168,True,deterministic_proxy_not_real_tokenizer
128,3,10,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3844888888888889,0.49534,51.0,0.3984375,3.0,74378.0,74378,64000.0,500,71797418.66666667,72773632,True,deterministic_proxy_not_real_tokenizer
128,3,10,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.42015555555555556,0.49834,51.0,0.3984375,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
128,3,10,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.4643555555555555,0.56326,51.0,0.3984375,3.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
128,3,20,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6744,0.78766,49.666666666666664,0.3880208333333333,3.0,14885.0,14885,12800.0,100,69337998.22222222,69767168,True,deterministic_proxy_not_real_tokenizer
128,3,20,500,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5848222222222222,0.62852,49.666666666666664,0.3880208333333333,3.0,74378.0,74378,64000.0,500,71800604.44444445,72777728,True,deterministic_proxy_not_real_tokenizer
128,3,20,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6368333333333334,0.68582,51.0,0.3984375,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
128,3,20,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6911666666666667,0.81082,51.0,0.3984375,3.0,297473.0,297473,256000.0,2000,79882922.66666667,80822272,True,deterministic_proxy_not_real_tokenizer
128,5,5,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.30183333333333334,0.36119999999999997,83.66666666666667,0.6536458333333334,5.0,14885.0,14885,12800.0,100,69401258.66666667,69767168,True,deterministic_proxy_not_real_tokenizer
128,5,5,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3260111111111111,0.5649399999999999,85.0,0.6640625,5.0,74378.0,74378,64000.0,500,71802880.0,72777728,True,deterministic_proxy_not_real_tokenizer
128,5,5,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3257111111111111,0.38633999999999996,85.0,0.6640625,5.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
128,5,5,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3907555555555555,0.48668,85.0,0.6640625,5.0,297473.0,297473,256000.0,2000,79885653.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
128,5,10,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.45414444444444446,0.53218,83.66666666666667,0.6536458333333334,5.0,14885.0,14885,12800.0,100,69415367.1111111,69767168,True,deterministic_proxy_not_real_tokenizer
