run_id,repeat_index,query_id,token_budget,top_k,candidate_k,memory_count,forgetting_threshold,seed,embedding_backend,embedding_dim,current_time,retrieval_latency_ms,selected_token_proxy,selected_memory_count,retrieved_count_before_budget,candidate_count_before_forgetting,candidate_count_after_forgetting,memory_retrieval_accuracy,answer_accuracy,response_correctness,stale_retrieval_rate,relevant_loss_rate,stale_retrieval_case_rate,token_budget_used_ratio,estimated_memory_storage_bytes,estimated_faiss_index_bytes,faiss_index_size,retrieval_rss_before_bytes,retrieval_rss_peak_bytes,retrieval_rss_delta_bytes,token_metric,selected_memory_ids,local_only,cloud_api_used,llm_called
budget_sweep_20260716,0,q_food,256,3,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2052,47,3,3,5,5,1.0,1.0,1.0,0.0,0.0,0.0,0.18359375,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,256,3,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2067,51,3,3,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.19921875,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,512,3,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2065,51,3,3,5,5,0.0,1.0,1.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""8729f9b129bb28b4""]",True,False,False
budget_sweep_20260716,0,q_food,512,3,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2068,47,3,3,5,5,1.0,1.0,1.0,0.0,0.0,0.0,0.091796875,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,512,3,5,100,0.3,42,hash,32,2026-07-10 10:00,0.2085,51,3,3,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.099609375,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,64,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2907,51,3,3,10,10,0.0,1.0,1.0,0.0,1.0,0.0,0.796875,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""855ed8cd0987ec41""]",True,False,False
budget_sweep_20260716,0,q_food,64,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2903,47,3,3,10,10,1.0,1.0,1.0,0.0,0.0,0.0,0.734375,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
budget_sweep_20260716,0,q_hobby,64,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.2922,51,3,3,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.796875,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""478262c489e87c89"", ""f0c1e8ff8613781b"", ""07f22995aded7a22""]",True,False,False
budget_sweep_20260716,0,q_book,128,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.3815,51,3,3,10,10,0.0,1.0,1.0,0.0,1.0,0.0,0.3984375,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""39a02bac3fdeec9c"", ""e562af408b212815"", ""855ed8cd0987ec41""]",True,False,False
budget_sweep_20260716,0,q_food,128,3,10,100,0.3,42,hash,32,2026-07-10 10:00,0.4527,47,3,3,10,10,1.0,1.0,1.0,0.0,0.0,0.0,0.3671875,14885,12800,100,67239936,67239936,0,deterministic_proxy_not_real_tokenizer,"[""e0e651503c182443"", ""8bb974bb15c654f6"", ""6a38da3116fe7d91""]",True,False,False
