method,query_count,mean_recall_at_k,mean_valid_recall_at_k,mean_stale_retrieval_rate,mean_total_token_cost,mean_prompt_token_proxy,mean_retrieved_count,mean_candidate_count,mean_eligible_count,mean_filtered_count,mean_search_k,mean_ingest_latency_ms,mean_retrieval_latency_ms,reinforcement_applied_count,top_k,candidate_k,token_budget,random_seed,repeat,forgetting_enabled,forgetting_threshold,exclude_forgotten,reinforcement_enabled,query_state_policy
memorybank_core,96,0.5426587301587301,0.5390625,0.17013888888888887,32.0,32.0,3.0,6.03125,6.03125,0.0,6.03125,506.91586562508445,20.885268750134856,0,3,20,256,42,1,True,0.3,False,False,independent
memorybank_versioning,96,0.439360119047619,0.6970486111111112,0.003472222222222222,28.875,28.875,2.8854166666666665,3.7604166666666665,3.7604166666666665,2.2708333333333335,6.03125,162.65200624995182,23.52396666689553,0,3,20,256,42,1,True,0.3,False,False,independent
memorybank_dual_views,96,0.4758184523809524,0.7335069444444444,0.003472222222222222,29.291666666666668,29.291666666666668,2.8854166666666665,4.385416666666667,4.385416666666667,1.6458333333333333,6.03125,143.6564739590267,20.626711458210895,0,3,20,256,42,1,True,0.3,False,False,independent
statebudgetmem_rule,96,0.4714781746031746,0.7291666666666666,0.003472222222222222,29.145833333333332,29.145833333333332,2.8854166666666665,4.125,4.125,1.90625,6.03125,146.37571250038187,21.102633333005844,0,3,20,256,42,1,True,0.3,False,False,independent
statebudgetmem_oracle,96,0.4758184523809524,0.7335069444444444,0.003472222222222222,29.291666666666668,29.291666666666668,2.8854166666666665,4.385416666666667,4.385416666666667,1.6458333333333333,6.03125,136.24746770824459,19.540807291832607,0,3,20,256,42,1,True,0.3,False,False,independent
